SystemTime,interbeat_interval
2025-03-17 16:24:50.236873657,"919,921875"
2025-03-17 16:24:51.237863590,"1014,6484375"
2025-03-17 16:24:52.238853743,"1177,734375"
2025-03-17 16:24:53.239843487,"1136,71875"
2025-03-17 16:24:54.240833175,"1018,5546875"
2025-03-17 16:24:55.241823450,"931,640625"
2025-03-17 16:24:56.242813289,"912,109375"
2025-03-17 16:24:57.243803743,
2025-03-17 16:24:58.244793848,"914,0625"
2025-03-17 16:24:59.245783889,"1134,765625"
2025-03-17 16:25:00.246773841,"1331,0546875"
2025-03-17 16:25:01.247763994,"1249,0234375"
2025-03-17 16:25:02.248753834,"1003,90625"
2025-03-17 16:25:03.249743371,"932,6171875"
2025-03-17 16:25:04.250733897,"992,1875"
2025-03-17 16:25:05.251723631,"976,5625"
2025-03-17 16:25:06.252713751,"1113,28125"
2025-03-17 16:25:07.253703677,"1240,234375"
2025-03-17 16:25:08.254693552,
2025-03-17 16:25:09.255683879,"1113,28125"
2025-03-17 16:25:11.257663628,"1104,4921875"
2025-03-17 16:25:11.257664160,"1246,09375"
2025-03-17 16:25:13.259643530,"1218,75"
2025-03-17 16:25:13.259644038,"1177,734375"
2025-03-17 16:25:14.260633690,"1002,9296875"
2025-03-17 16:25:15.261623975,"998,046875"
2025-03-17 16:25:16.262613418,"1072,265625"
2025-03-17 16:25:17.263603544,
2025-03-17 16:25:18.264594072,"1110,3515625"
2025-03-17 16:25:18.264594219,"1193,359375"
2025-03-17 16:25:18.265583674,"1204,1015625"
2025-03-17 16:25:19.266573793,
2025-03-17 16:25:20.267563872,"1013,671875"
2025-03-17 16:25:21.268554127,"992,1875"
2025-03-17 16:25:22.269543826,"1095,703125"
2025-03-17 16:25:23.270533770,"1249,0234375"
2025-03-17 16:25:24.271523681,"1235,3515625"
2025-03-17 16:25:25.272514001,"1085,9375"
2025-03-17 16:25:26.273503769,"1107,421875"
2025-03-17 16:25:27.274493677,
2025-03-17 16:25:28.275484009,"1179,6875"
2025-03-17 16:25:29.276473928,"1027,34375"
2025-03-17 16:25:29.276474056,"1016,6015625"
2025-03-17 16:25:30.277463969,"1021,484375"
2025-03-17 16:25:31.278453992,"936,5234375"
2025-03-17 16:25:33.279938912,"909,1796875"
2025-03-17 16:25:34.280929037,"944,3359375"
2025-03-17 16:25:35.281918367,"998,046875"
2025-03-17 16:25:36.282908837,"987,3046875"
2025-03-17 16:25:37.283898861,"980,46875"
2025-03-17 16:25:38.284889142,"908,203125"
2025-03-17 16:25:39.285878983,"889,6484375"
2025-03-17 16:25:40.286869055,"876,953125"
2025-03-17 16:25:41.287858991,"878,90625"
2025-03-17 16:25:42.288848613,"891,6015625"
2025-03-17 16:25:42.288848719,"884,765625"
2025-03-17 16:25:43.289838956,"923,828125"
2025-03-17 16:25:44.290828897,
2025-03-17 16:25:45.291818752,"918,9453125"
2025-03-17 16:25:46.292809012,"947,265625"
2025-03-17 16:25:47.293799064,"1230,46875"
2025-03-17 16:25:48.294788917,"1127,9296875"
2025-03-17 16:25:49.295779024,"1125,9765625"
2025-03-17 16:25:50.296768941,"1082,03125"
2025-03-17 16:25:51.297759216,"1057,6171875"
2025-03-17 16:25:52.298748998,
2025-03-17 16:25:53.299738770,"1094,7265625"
2025-03-17 16:25:54.300729033,"1262,6953125"
2025-03-17 16:25:55.301719113,"1130,859375"
2025-03-17 16:25:56.302708708,"1088,8671875"
2025-03-17 16:25:57.303700098,"1227,5390625"
2025-03-17 16:25:58.304689082,"1204,1015625"
2025-03-17 16:25:59.305678846,
2025-03-17 16:26:01.307659144,"1351,5625"
2025-03-17 16:26:01.307659575,"1096,6796875"
2025-03-17 16:26:03.309639123,"1351,5625"
2025-03-17 16:26:03.309639462,
2025-03-17 16:26:04.310629419,"1302,734375"
2025-03-17 16:26:05.311618826,"1134,765625"
2025-03-17 16:26:06.312609055,"1353,515625"
2025-03-17 16:26:06.313599169,"1298,828125"
2025-03-17 16:26:07.314589190,"1050,78125"
2025-03-17 16:26:08.315579118,"1000,9765625"
2025-03-17 16:26:09.316569039,
2025-03-17 16:26:10.317559061,"1051,7578125"
2025-03-17 16:26:11.318549409,"1237,3046875"
2025-03-17 16:26:12.319539227,"1354,4921875"
2025-03-17 16:26:13.320529093,"1239,2578125"
2025-03-17 16:26:14.321519145,"1022,4609375"
2025-03-17 16:26:15.322509162,"947,265625"
