SystemTime,interbeat_interval
2025-04-09 16:06:15.762048,780.2734375
2025-04-09 16:06:15.762255,777.34375
2025-04-09 16:06:16.1751972,777.34375
2025-04-09 16:06:17.2741774,760.7421875
2025-04-09 16:06:18.3732082,777.34375
2025-04-09 16:06:19.4721246,797.8515625
2025-04-09 16:06:19.4721367,828.125
2025-04-09 16:06:20.5711796,835.9375
2025-04-09 16:06:21.6701235,837.890625
2025-04-09 16:06:22.7691520,846.6796875
2025-04-09 16:06:24.9671067,849.609375
2025-04-09 16:06:24.9671166,777.34375
2025-04-09 16:06:24.9671387,754.8828125
2025-04-09 16:06:25.10661194,767.578125
2025-04-09 16:06:26.11651591,771.484375
2025-04-09 16:06:27.12641057,772.4609375
2025-04-09 16:06:27.12641145,760.7421875
2025-04-09 16:06:28.13631354,787.109375
2025-04-09 16:06:29.14621907,833.0078125
2025-04-09 16:06:30.15611890,803.7109375
2025-04-09 16:06:30.15611998,760.7421875
2025-04-09 16:06:31.16601934,741.2109375
2025-04-09 16:06:32.17591878,646.484375
2025-04-09 16:06:32.17591998,664.0625
2025-04-09 16:06:33.18581421,653.3203125
2025-04-09 16:06:34.19571297,683.59375
2025-04-09 16:06:34.19571375,600.5859375
2025-04-09 16:06:35.20561418,673.828125
2025-04-09 16:06:35.20561494,639.6484375
2025-04-09 16:06:36.21551387,584.9609375
2025-04-09 16:06:37.22541936,592.7734375
2025-04-09 16:06:37.22542068,595.703125
2025-04-09 16:06:38.23531805,634.765625
2025-04-09 16:06:38.23531932,606.4453125
2025-04-09 16:06:39.24521532,601.5625
2025-04-09 16:06:40.25511137,555.6640625
2025-04-09 16:06:40.25511192,568.359375
2025-04-09 16:06:41.26501050,573.2421875
2025-04-09 16:06:41.26501110,606.4453125
2025-04-09 16:06:42.27491854,559.5703125
2025-04-09 16:06:42.27491983,584.9609375
2025-04-09 16:06:43.28482001,557.6171875
2025-04-09 16:06:44.29471296,558.59375
2025-04-09 16:06:44.29471407,588.8671875
2025-04-09 16:06:45.30461482,593.75
2025-04-09 16:06:45.30461603,586.9140625
2025-04-09 16:06:47.31946934,631.8359375
2025-04-09 16:06:48.32936493,634.765625
2025-04-09 16:06:48.32936618,612.3046875
2025-04-09 16:06:49.33927072,627.9296875
2025-04-09 16:06:50.35906695,605.46875
2025-04-09 16:06:50.35906839,622.0703125
2025-04-09 16:06:50.35906881,611.328125
2025-04-09 16:06:50.35906891,625
2025-04-09 16:06:51.36896698,604.4921875
2025-04-09 16:06:52.37886515,635.7421875
2025-04-09 16:06:52.37886594,619.140625
2025-04-09 16:06:53.38876155,631.8359375
2025-04-09 16:06:54.39865868,654.296875
2025-04-09 16:06:54.39865934,657.2265625
2025-04-09 16:06:55.40856989,685.546875
2025-04-09 16:06:56.41845981,657.2265625
2025-04-09 16:06:56.41846045,645.5078125
2025-04-09 16:06:57.42835798,658.203125
2025-04-09 16:06:58.43826296,681.640625
